1 6 3.610072662397299 1.0 1.0023294349794292 1.0 1.0 
2 12 3.0318254226570587 1.019875660482909 1.0183765761656136 0.9056594657772987 0.923660045832221 
3 18 3.4759981715421833 1.0183835336525442 1.187957523358506 0.838809110012907 0.85422938551489 
4 24 4.02498530526183 1.1934767347538398 1.355800396584764 0.7931983609061783 0.9466637897864034 
5 30 3.4701994481967096 1.3563056183017503 1.5084010135634245 0.7271713234462784 0.9862665514581067 
6 36 2.49095183397287 1.5106255992123778 1.5304457268314258 0.6632943173952646 1.0019893756693867 
8 48 1.5133465724133675 1.5335074393589234 1.5643509457230114 0.5498552655715901 0.84320714032471 
10 60 0.9614429144557053 1.618193342712761 1.6377742003782056 0.4575384371063744 0.7403856529607363 
13 78 0.7003004969287323 1.4021680144183484 1.3583914786382778 0.4081786204421248 0.5723350057533547 
16 96 0.36975405143714646 1.4126517572478474 1.4318309343235611 0.32147605651760247 0.45413371615269943 
19 114 0.23499969940890822 1.4784021040113904 1.4706818996490219 0.2545458783244936 0.3763211620823587 
22 132 0.13474080587640222 1.490466614233733 1.4273455601089517 0.2160176503916203 0.32196709599392453 
1 6 4.020309356784822 1.0 1.000201422984385 1.0 1.0 
2 12 2.907962157415965 1.000844634134209 1.0056217998235157 0.9312673058113793 0.9320538859659405 
3 18 2.752145163504692 1.007232021686157 1.0832036456462748 0.8486778428112234 0.854815499374995 
4 24 2.137644581475463 1.099389212269995 1.0899180827261696 0.7788698061703113 0.8562810626664623 
7 42 1.4180565052717584 1.3086606567857404 1.2296072202521926 0.6180909948119204 0.8088713672239195 
10 60 0.9222913663627484 1.4065049548262893 1.431541447814966 0.5225402405804983 0.7349554374725922 
14 84 0.4878224709700876 1.6065151229287402 1.4394351891408015 0.3953199754359928 0.6350875189337405 
18 108 0.4206175348522214 1.6312862332022882 1.040140009866233 0.3546500289099463 0.5785357097655889 
23 138 0.21228957547168734 1.3261018385317984 1.0159201518118315 0.27873389154148137 0.36962952603428134 
1 6 4.125200752049276 1.0 1.0190704745952317 1.0 1.0 
2 12 3.471043153085024 1.0196468449481046 1.0239591183662995 0.9246744465811532 0.9428413820606076 
3 18 3.29803130100479 1.0304747323836214 1.091925546957906 0.8609569371745486 0.8871943694287654 
4 24 2.362486164851561 1.0957648916569807 1.0425287651104762 0.7881372556503748 0.8636131345485631 
7 42 2.6068278034617074 1.4094565197922961 1.2238303027272333 0.6699658736158189 0.9442877686061575 
10 60 1.4893249446306551 1.2269436511752034 1.1873343344309863 0.6086311138362559 0.7467560810290867 
14 84 0.9464440701152884 1.5134457999223145 1.3281064021645033 0.47561204527404904 0.7198130523124713 
16 96 0.59231538753818 1.5162040202924376 1.279576106407945 0.40193034864994986 0.6094084105005951 
