1 6 3.610072662397299 1.0 5268.488011217087 5268.488011217087 12999.814138599053 14389.52945613361 1.0 2 3.305987393817137 1 3.298304208620777
2 12 3.0318254226570587 1.019875660482909 5268.488011217087 7890.545003696396 11419.809186744546 14428.60463006391 0.9056594657772987 2 2.589865682009771 1 2.5431316299134847
3 18 3.4759981715421833 1.0183835336525442 5268.488011217087 6097.033381796686 12246.18600958274 12422.273908554007 0.838809110012907 1 3.2842991710154434 1 2.764660441503257
4 24 4.02498530526183 1.1934767347538398 5268.488011217087 7850.46364555145 11561.407581769094 12886.587989507145 0.7931983609061783 1 3.9691874357748347 1 2.9275603147580895
5 30 3.4701994481967096 1.3563056183017503 3874.202326266598 3874.202326266598 14582.13775315632 15874.260868371352 0.7271713234462784 1 3.4755404068361755 1 2.304122296116475
6 36 2.49095183397287 1.5106255992123778 3874.202326266598 3895.3558168110444 7008.31135227261 14016.171186824668 0.6632943173952646 1 2.292957733019161 1 1.4982287139096464
8 48 1.5133465724133675 1.5335074393589234 3874.202326266598 3913.849143050457 4798.9223678440385 9306.595968763642 0.5498552655715901 1 1.187976411635696 1 0.7594053079225374
10 60 0.9614429144557053 1.618193342712761 2598.510058607467 2598.69648092837 4394.074176394995 6094.263863791307 0.4575384371063744 1 0.6563960238247744 1 0.400785421869019
13 78 0.7003004969287323 1.4021680144183484 885.1310345477493 1311.5142625781646 3041.4718335602165 3510.9347795487165 0.4081786204421248 1 0.36787969997301706 1 0.27082008813968617
16 96 0.36975405143714646 1.4126517572478474 437.1487954222871 1311.3345691776854 1739.459003943066 3474.1003658256377 0.32147605651760247 1 0.15768301204239896 1 0.11012683708841159
19 114 0.23499969940890822 1.4784021040113904 421.8641941899737 857.5100292979964 885.1352574228488 1739.5471068068427 0.2545458783244936 1 0.08352835378910449 1 0.056795663160768166
22 132 0.13474080587640222 1.490466614233733 0.0 421.90534157057726 857.5503608050599 1742.338758790611 0.2160176503916203 1 0.03950741506459799 1 0.027678942064724904
1 6 4.020309356784822 1.0 7826.735481773276 7826.735481773276 14806.61159277084 15788.397189243453 1.0 1 3.7459413091048623 1 3.7451869423738495
2 12 2.907962157415965 1.000844634134209 7771.042780124766 7771.042780124766 9144.494881555513 14172.473057839368 0.9312673058113793 2 2.483796105498647 1 2.469910761614901
3 18 2.752145163504692 1.007232021686157 6093.574681861649 6093.574681861649 8847.300372984266 13525.01071997954 0.8486778428112234 1 2.3407097810168818 1 2.1609138691740073
4 24 2.137644581475463 1.099389212269995 5213.980677066579 5213.980677066579 9896.006148730285 11263.242548474873 0.7788698061703113 1 1.6947331805427825 1 1.554917940533487
7 42 1.4180565052717584 1.3086606567857404 2655.5303874261604 3509.611764612471 6570.25358292838 9528.387548424631 0.6180909948119204 1 1.0438320227638758 1 0.8489150076312871
10 60 0.9222913663627484 1.4065049548262893 1763.837429604773 3478.3311564044593 4336.668501882631 6976.520456915969 0.5225402405804983 1 0.6448416421413014 1 0.4504526523668285
14 84 0.4878224709700876 1.6065151229287402 857.6261063950499 1715.0505065284144 2596.1326838464106 3510.460903095566 0.3953199754359928 1 0.2727090676321086 1 0.18945560709467482
18 108 0.4206175348522214 1.6312862332022882 857.5126256719028 857.5126256719028 2618.939072879983 3481.6255095926526 0.3546500289099463 1 0.1910882683387707 1 0.18371398708462872
23 138 0.21228957547168734 1.3261018385317984 0.0 857.5287459767512 885.1679295051466 1742.1118670267056 0.27873389154148137 1 0.06701520657437254 1 0.06596503323106154
1 6 4.125200752049276 1.0 7007.476802528993 7007.476802528993 12045.530644721106 19687.675075245676 1.0 2 3.888331624419742 1 3.8155669517990525
2 12 3.471043153085024 1.0196468449481046 7006.262799390478 7006.262799390478 12270.488722404036 15783.565608052922 0.9246744465811532 1 3.070000143633482 1 2.9981667124871043
3 18 3.29803130100479 1.0304747323836214 7006.262799390478 9152.901142076404 13291.094902662677 17843.534722973636 0.8609569371745486 1 2.843675376222404 1 2.604275890553945
4 24 2.362486164851561 1.0957648916569807 7006.262799390478 8253.486420241852 16988.800267418697 17757.589703161375 0.7881372556503748 1 1.9155065656695491 1 1.8373656725592256
7 42 2.6068278034617074 1.4094565197922961 3873.0798697820824 5243.75387630309 9563.812377561248 10789.938258180548 0.6699658736158189 1 2.2222042610940886 1 1.8157780994162658
10 60 1.4893249446306551 1.2269436511752034 3481.4921155566703 3481.4921155566703 8671.525193670981 12038.725411050724 0.6086311138362559 1 1.0135371801760058 1 0.8536240810906301
14 84 0.9464440701152884 1.5134457999223145 2145.4668931096057 3503.776191901169 5244.379045370311 6952.418192643202 0.47561204527404904 1 0.6036063293509877 1 0.4544864239546247
16 96 0.59231538753818 1.5162040202924376 0.0 1333.4117514560958 3047.7088861775496 3898.29219679146 0.40193034864994986 1 0.3143412336368393 1 0.24566044337860068
